frame_path,cell_index,green_ratio,fast_density,edge_density,tree_present
./datasets/Organised/20260306-handFlying-2/100225286.jpg,0,0.5453757225433526,0.011849710982658959,0.08689788053949904,1
./datasets/Organised/20260306-handFlying-2/100225286.jpg,1,0.9208092485549133,0.006358381502890174,0.0523121387283237,1
./datasets/Organised/20260306-handFlying-2/100225286.jpg,2,0.8179190751445087,0.01579961464354528,0.14450867052023122,1
./datasets/Organised/20260306-handFlying-2/100758610.jpg,0,0.27678227360308283,0.014547206165703276,0.10240847784200385,1
./datasets/Organised/20260306-handFlying-2/100758610.jpg,1,0.906840077071291,0.007418111753371869,0.057321772639691716,1
./datasets/Organised/20260306-handFlying-2/100758610.jpg,2,0.8261078998073218,0.014547206165703276,0.14017341040462428,1
./datasets/Organised/20260306-handFlying-2/101291929.jpg,0,0.17302504816955683,0.014547206165703276,0.10269749518304432,1
./datasets/Organised/20260306-handFlying-2/101291929.jpg,1,0.8787090558766859,0.008670520231213872,0.07504816955684007,1
./datasets/Organised/20260306-handFlying-2/101291929.jpg,2,0.9194605009633912,0.009152215799614644,0.09325626204238921,1
./datasets/Organised/20260306-handFlying-2/101825304.jpg,0,0.22726396917148362,0.014065510597302504,0.10992292870905587,1
./datasets/Organised/20260306-handFlying-2/101825304.jpg,1,0.839980732177264,0.012427745664739885,0.09672447013487476,1
./datasets/Organised/20260306-handFlying-2/101825304.jpg,2,0.868111753371869,0.010597302504816955,0.08458574181117534,1
./datasets/Organised/20260306-handFlying-2/102358594.jpg,0,0.1735067437379576,0.01560693641618497,0.10789980732177264,1
./datasets/Organised/20260306-handFlying-2/102358594.jpg,1,0.7591522157996147,0.01676300578034682,0.1233140655105973,1
./datasets/Organised/20260306-handFlying-2/102358594.jpg,2,0.8406551059730251,0.010404624277456647,0.0848747591522158,1
./datasets/Organised/20260306-handFlying-2/102891928.jpg,0,0.16204238921001926,0.01560693641618497,0.11107899807321772,1
./datasets/Organised/20260306-handFlying-2/102891928.jpg,1,0.7096339113680155,0.018208092485549134,0.129383429672447,1
./datasets/Organised/20260306-handFlying-2/102891928.jpg,2,0.8432562620423892,0.009248554913294798,0.07369942196531792,1
./datasets/Organised/20260306-handFlying-2/103391912.jpg,0,0.15250481695568402,0.01705202312138728,0.12148362235067438,1
./datasets/Organised/20260306-handFlying-2/103391912.jpg,1,0.6360308285163776,0.016377649325626204,0.12514450867052024,1
./datasets/Organised/20260306-handFlying-2/103391912.jpg,2,0.873795761078998,0.009633911368015413,0.0674373795761079,1
./datasets/Organised/20260306-handFlying-2/103925234.jpg,0,0.1825626204238921,0.01840077071290944,0.12678227360308286,1
./datasets/Organised/20260306-handFlying-2/103925234.jpg,1,0.6345857418111753,0.02138728323699422,0.1432562620423892,1
./datasets/Organised/20260306-handFlying-2/103925234.jpg,2,0.9075144508670521,0.007418111753371869,0.06608863198458574,1
./datasets/Organised/20260306-handFlying-2/104458611.jpg,0,0.251252408477842,0.020712909441233142,0.1329479768786127,1
./datasets/Organised/20260306-handFlying-2/104458611.jpg,1,0.5729287090558767,0.0220616570327553,0.15973025048169556,1
./datasets/Organised/20260306-handFlying-2/104458611.jpg,2,0.827456647398844,0.010404624277456647,0.09065510597302505,1
./datasets/Organised/20260306-handFlying-2/104958595.jpg,0,0.2117533718689788,0.019267822736030827,0.1270712909441233,1
./datasets/Organised/20260306-handFlying-2/104958595.jpg,1,0.4239884393063584,0.020520231213872833,0.1478805394990366,1
./datasets/Organised/20260306-handFlying-2/104958595.jpg,2,0.6963391136801541,0.01763005780346821,0.13034682080924856,1
./datasets/Organised/20260306-handFlying-2/105458596.jpg,0,0.19816955684007706,0.021001926782273604,0.13892100192678228,1
./datasets/Organised/20260306-handFlying-2/105458596.jpg,1,0.410019267822736,0.022736030828516378,0.1588631984585742,1
./datasets/Organised/20260306-handFlying-2/105458596.jpg,2,0.7009633911368015,0.01878612716763006,0.12745664739884394,1
./datasets/Organised/20260306-handFlying-2/105991908.jpg,0,0.20308285163776493,0.019653179190751446,0.13660886319845858,1
./datasets/Organised/20260306-handFlying-2/105991908.jpg,1,0.34210019267822733,0.023506743737957612,0.15578034682080924,1
./datasets/Organised/20260306-handFlying-2/105991908.jpg,2,0.4993256262042389,0.0197495183044316,0.13795761078998073,1
./datasets/Organised/20260306-handFlying-2/106125286.jpg,0,0.13660886319845858,0.013391136801541427,0.10202312138728324,1
./datasets/Organised/20260306-handFlying-2/106125286.jpg,1,0.2723506743737958,0.020134874759152217,0.13005780346820808,1
./datasets/Organised/20260306-handFlying-2/106125286.jpg,2,0.4319845857418112,0.01840077071290944,0.13574181117533718,1
./datasets/Organised/20260306-handFlying-2/106291896.jpg,0,0.07186897880539499,0.013680154142581889,0.102504816955684,0
./datasets/Organised/20260306-handFlying-2/106291896.jpg,1,0.24489402697495183,0.017533718689788053,0.11984585741811175,1
./datasets/Organised/20260306-handFlying-2/106291896.jpg,2,0.5137764932562621,0.020520231213872833,0.13728323699421965,1
./datasets/Organised/20260306-handFlying-2/106425232.jpg,0,0.06849710982658959,0.009922928709055878,0.08593448940269749,0
./datasets/Organised/20260306-handFlying-2/106425232.jpg,1,0.268111753371869,0.021965317919075144,0.13410404624277455,1
./datasets/Organised/20260306-handFlying-2/106425232.jpg,2,0.5842003853564547,0.02119460500963391,0.14065510597302505,1
./datasets/Organised/20260306-handFlying-2/106558567.jpg,0,0.08564547206165703,0.011753371868978806,0.09036608863198459,0
./datasets/Organised/20260306-handFlying-2/106558567.jpg,1,0.31608863198458576,0.019942196531791908,0.1409441233140655,1
./datasets/Organised/20260306-handFlying-2/106558567.jpg,2,0.6864161849710982,0.018978805394990365,0.1295761078998073,1
./datasets/Organised/20260306-handFlying-2/106691897.jpg,0,0.1220616570327553,0.010500963391136802,0.08410404624277457,1
./datasets/Organised/20260306-handFlying-2/106691897.jpg,1,0.3375722543352601,0.01695568400770713,0.13159922928709056,1
