frame_path,cell_index,row_index,col_index,green_ratio,fast_density,gftt_density,vert_edge_density,hor_edge_density,vert_hor_ratio,grad_mag_density,canny_density,entropy,component_ratio,component_height_ratio,component_width_ratio,semantic_tree_ratio,semantic_floor_ratio,floor_overlap,depth_slope,depth_std,depth_edge_density,semantic_tree_majority,semantic_floor_like,majority_tree_like,floor_like,tree_present
./datasets/Organised/20260306-handFlying-2/282923846.jpg,6,2,0,0.018882466281310212,0.0035645472061657034,0.0017341040462427746,0.05317919075144509,0.055973025048169554,0.9500690848242678,0.06628131021194605,0.028901734104046242,1346.6289098551756,0.009344894026974951,0.15,0.11560693641618497,0.0,0.0,0.011849710982658959,-1.0,-1.0,-1.0,0,0,0,0,0
./datasets/Organised/20260306-handFlying-2/90792024.jpg,6,2,0,0.15867052023121386,0.02119460500963391,0.006551059730250481,0.26021194605009634,0.25115606936416185,1.0360526450991732,0.30953757225433526,0.1396917148362235,7637.991925297279,0.13463391136801542,0.8,0.43352601156069365,0.0,0.0,0.0008670520231213873,-1.0,-1.0,-1.0,0,0,0,0,1
./datasets/Organised/20260306-handFlying-2/169691399.jpg,8,2,2,0.0004816955684007707,0.0003853564547206166,0.0004816955684007707,0.009152215799614644,0.008959537572254336,1.0213913758872935,0.010404624277456647,0.0037572254335260114,121.61210305129548,0.0001926782273603083,0.05,0.017341040462427744,0.0,0.0,0.0,-1.0,-1.0,-1.0,0,0,0,0,0
./datasets/Organised/20260306-handFlying-2/211091072.jpg,8,2,2,0.013294797687861272,0.0056840077071290945,0.0038535645472061657,0.08892100192678228,0.07610789980732177,1.168339079291591,0.10529865125240848,0.05057803468208093,1397.864610049339,0.0018304431599229288,0.16666666666666666,0.028901734104046242,0.0,0.0,0.0,-1.0,-1.0,-1.0,0,0,0,0,0
./datasets/Organised/20260306-handFlying-2/71358843.jpg,6,2,0,0.11242774566473988,0.012524084778420038,0.004913294797687861,0.1621387283236994,0.1622350674373796,0.9994000155747257,0.2083815028901734,0.09441233140655106,4993.869081789867,0.04421965317919075,0.7833333333333333,0.1676300578034682,0.0,0.0,0.05048169556840077,-1.0,-1.0,-1.0,0,0,0,0,0
./datasets/Organised/20260306-handFlying-2/218557703.jpg,6,2,0,0.23670520231213873,0.0037572254335260114,0.002119460500963391,0.053371868978805394,0.06454720616570328,0.82685286159298,0.07225433526011561,0.03458574181117534,3968.207719185406,0.22885356454720618,0.7166666666666667,0.5086705202312138,0.0,0.0,0.2363198458574181,-1.0,-1.0,-1.0,0,0,0,0,0
./datasets/Organised/20260306-handFlying-2/289724189.jpg,6,2,0,0.11830443159922929,0.005394990366088632,0.0025048169556840076,0.06695568400770713,0.07475915221579961,0.895606576808934,0.0848747591522158,0.037379576107899805,1813.3800211890361,0.10505780346820809,0.6666666666666666,0.4797687861271676,0.0,0.0,0.0,-1.0,-1.0,-1.0,0,0,0,0,0
./datasets/Organised/20260306-handFlying-2/52025706.jpg,8,2,2,0.1599229287090559,0.01300578034682081,0.004720616570327553,0.18188824662813102,0.16522157996146436,1.1008679725891803,0.21059730250481695,0.09431599229287091,9343.095250787976,0.06835260115606936,0.5,0.2543352601156069,0.0,0.0,0.15115606936416184,-1.0,-1.0,-1.0,0,0,0,0,0
./datasets/Organised/20260306-handFlying-2/261157841.jpg,7,2,1,0.0015414258188824663,0.004335260115606936,0.0025048169556840076,0.04672447013487476,0.04460500963391137,1.04749271495814,0.05674373795761079,0.03265895953757225,1132.2453716759294,0.0005298651252408478,0.06666666666666667,0.023121387283236993,0.0,0.0,0.0,-1.0,-1.0,-1.0,0,0,0,0,0
./datasets/Organised/20260306-handFlying-2/181524659.jpg,6,2,0,0.1264932562620424,0.012909441233140655,0.0036608863198458576,0.16859344894026976,0.1665703275529865,1.0121396726374772,0.2060693641618497,0.09277456647398843,4130.539280547295,0.03892100192678227,0.2,0.4161849710982659,0.0,0.0,0.0,-1.0,-1.0,-1.0,0,0,0,0,0
./datasets/Organised/20260306-handFlying-2/182524653.jpg,6,2,0,0.19672447013487476,0.01695568400770713,0.005491329479768786,0.22379576107899807,0.2183044315992293,1.025149761229249,0.2733140655105973,0.1126204238921002,5735.256878417811,0.05077071290944123,0.36666666666666664,0.27167630057803466,0.0,0.0,0.060308285163776496,-1.0,-1.0,-1.0,0,0,0,0,0
./datasets/Organised/20260306-handFlying-2/271557253.jpg,8,2,2,0.032177263969171484,0.0016377649325626203,0.000674373795761079,0.01859344894026975,0.018497109826589597,1.00515399219563,0.022639691714836225,0.009152215799614644,275.75039311555867,0.02827552986512524,0.26666666666666666,0.19653179190751446,0.0,0.0,0.032851637764932565,-1.0,-1.0,-1.0,0,0,0,0,0
./datasets/Organised/20260306-handFlying-2/86958720.jpg,8,2,2,0.21984585741811175,0.011464354527938344,0.003468208092485549,0.14470134874759152,0.1608863198458574,0.8993956073494586,0.18188824662813102,0.07716763005780347,6893.099289531522,0.17076107899807322,0.7666666666666667,0.5260115606936416,0.0,0.0,0.1850674373795761,-1.0,-1.0,-1.0,0,0,0,0,0
./datasets/Organised/20260306-handFlying-2/199891158.jpg,6,2,0,0.05211946050096339,0.0024084778420038534,0.0018304431599229288,0.03969171483622351,0.034393063583815026,1.1540280705563801,0.04325626204238921,0.019942196531791908,1910.3563576297238,0.04460500963391137,0.6666666666666666,0.12138728323699421,0.0,0.0,0.049229287090558765,-1.0,-1.0,-1.0,0,0,0,0,0
./datasets/Organised/20260306-handFlying-2/91525360.jpg,6,2,0,0.12668593448940269,0.009633911368015413,0.003371868978805395,0.11368015414258188,0.12321772639691715,0.9225882904875251,0.13872832369942195,0.05953757225433526,3023.7941020043736,0.10891136801541426,0.7,0.34104046242774566,0.0,0.0,0.0,-1.0,-1.0,-1.0,0,0,0,0,1
